Advertiser App ID,Advertiser App Name,Creative URL,Networks,Duration,First Seen,Last Seen,Impression Share,Countries,Type,Format,Placements,Dimensions,Video Duration
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/31723092ce2d6382/media,TikTok,85,2025-10-29,2026-01-22,,"AU,BE,CA,CH,DE,ES,FR,GB,IT,NL,NO,NZ,PL,SE,SG,US",video,other,other,720x1280,25.1
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/3178e63a45756d4a/media,TikTok,52,2025-12-01,2026-01-22,,"AE,AR,AU,BE,BR,CA,CH,CL,CO,CZ,DE,DK,ES,FR,GB,GR,ID,IL,IT,JP,KR,MX,MY,NG,NL,NO,NZ,PA,PE,PH,PL,PT,RO,SA,SE,SG,TH,TR,TW,US",video,other,other,576x1024,46.69501
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/32a1cbddd3b48658/media,TikTok,37,2025-12-15,2026-01-21,,"AR,AU,BE,CA,CO,CZ,DE,ES,FR,GB,IT,JP,KR,MX,MY,NL,NO,PA,PE,PH,RO,TR",video,other,other,1080x1920,16.810999
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/33fe91591c2928ef/media,TikTok,158,2025-07-26,2025-12-31,,KR,video,other,other,720x1280,28.533333
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/345db68e423f5a6b/media,TikTok,154,2025-08-21,2026-01-22,,"AE,AR,AT,AU,BE,BR,CA,CH,CO,CZ,DE,DK,EC,ES,FR,GB,GR,ID,IL,IT,JP,KR,MX,MY,NL,NO,NZ,PA,PE,PH,PL,PT,RO,SA,SE,SG,TH,TR,TW,ZA",video,other,other,720x1280,14.8
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/34aacf3b0e2f2d2d/media,TikTok,9,2026-01-06,2026-01-15,,JP,video,other,other,1080x1920,30
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/34ca53a17a4d5007/media,TikTok,236,2025-05-17,2026-01-08,,"BR,FR",video,other,other,720x1280,21.433332
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/34d09484a047a3f4/media,TikTok,134,2025-09-06,2026-01-18,,"BE,CA,CO,CZ,DE,EC,ES,FR,GB,GR,IT,JP,KR,MX,NL,NO,NZ,PA,PE,PH,PL,RO,SG",video,other,other,720x1280,20.015646
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/34d1ac5209e351d3/media,TikTok,467,2024-10-08,2026-01-18,,"NZ,RO",video,other,other,1080x1920,22.012518
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/36197c4d69d0e99d/media,TikTok,121,2025-09-21,2026-01-20,,"AE,AU,BR,CA,CH,CL,CO,CZ,DE,DK,EC,ES,FR,GB,GR,ID,IT,JP,KR,MX,NL,NO,NZ,PH,PL,SA,SE,SG,TH,TR,US,ZA",video,other,other,720x1280,16.67195
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/36798ad451732eee/media,TikTok,129,2025-09-14,2026-01-21,,"AE,AR,AT,AU,BE,BR,CA,CH,CL,CO,CZ,DE,DK,EC,ES,FR,GB,GR,ID,IL,IT,JP,KR,MX,MY,NL,NO,NZ,PE,PH,PL,PT,RO,SA,SE,SG,TH,TR,TW,US,ZA",video,other,other,720x1280,42.666668
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/36973269e9d9e341/media,TikTok,137,2025-09-07,2026-01-22,,"AE,AR,AT,AU,BE,BR,CA,CH,CL,CZ,DE,DK,EC,ES,FR,GB,GR,ID,IL,IT,JP,KR,MX,MY,NG,NL,NO,NZ,PE,PH,PL,PT,RO,SA,SE,SG,TH,TR,TW,US,ZA",video,other,other,576x1024,21.17662
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/379d289ea04f8b0e/media,Facebook,17,2025-12-13,2025-12-30,,"AU,BR,CA,CH,CL,CO,CZ,DE,DK,EC,ES,FR,GB,GR,HK,IL,IN,IT,JP,KR,MX,MY,NG,NL,NO,PA,PH,PL,RO,SA,SE,TH,TR,UA,US,ZA",video,other,feed,1080x1080,26.36
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/37d2148aff1132c8/media,TikTok,16,2026-01-06,2026-01-22,,"AE,AR,AT,AU,BE,BR,CA,CH,CL,CO,CZ,DE,DK,EC,ES,FR,GB,GR,ID,IL,IT,JP,KR,MX,MY,NL,NO,NZ,PH,PL,RO,SA,SE,SG,TH,TR,TW,US,ZA",video,other,other,720x1280,25.472336
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/3831f635dba62a7f/media,TikTok,43,2025-12-07,2026-01-19,,"AT,AU,BE,BR,CA,CH,CZ,DE,DK,ES,FR,GB,GR,IL,IT,MY,NL,NO,NZ,PL,PT,RO,SA,SE,SG,TR,US",video,other,other,576x1024,27.097733
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/38be8cdad965aa8b/media,TikTok,79,2025-10-28,2026-01-15,,"FR,JP",video,other,other,720x1280,20.133333
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/390265edf7d00517/media,TikTok,85,2025-10-13,2026-01-06,,"AR,AT,AU,BE,BR,CA,CH,CL,CO,CZ,DE,DK,EC,ES,FR,GB,GR,ID,IT,JP,KR,MX,MY,NL,NO,NZ,PH,PL,PT,RO,SA,SE,SG,TH,TR,TW,US",video,other,other,720x1280,19.333332
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/390786c638ed442f/media,Facebook,5,2025-12-18,2025-12-23,,"AU,BR,CA,CH,CL,CO,CZ,DE,DK,EC,ES,FR,GB,GR,HK,IL,IT,JP,KR,MX,MY,NL,NO,PA,PH,PL,RO,SA,SE,TH,TR,UA,US,ZA",video,other,other,1080x1920,48.4
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/398079e244574b75/media,TikTok,10,2026-01-06,2026-01-16,,"AR,AT,AU,BR,CA,CH,CL,CO,DE,ES,GB,JP,KR,MY,NL,NO,PH,SA,SE,US",video,other,other,720x1280,29.303583
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/3a93e8a5df64c1bf/media,TikTok,92,2025-10-22,2026-01-22,,"AE,AR,AT,AU,BE,BR,CA,CH,CL,CO,CZ,DE,DK,EC,ES,FR,GB,GR,ID,IL,IT,JP,KR,MX,MY,NL,NO,NZ,PA,PH,PL,PT,RO,SA,SE,SG,TH,TR,TW,US",video,other,other,720x1280,42.666668
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/3abac651b44243b7/media,Facebook,5,2025-12-18,2025-12-23,,"AU,BR,CA,CH,CL,CO,CZ,DE,DK,EC,ES,FR,GB,GR,HK,IL,IT,JP,KR,MX,MY,NL,NO,PA,PH,PL,RO,SA,SE,TH,TR,UA,US,ZA",video,other,other,1080x1920,53.13333
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/3aefc487eb3382ec/media,TikTok,521,2024-08-06,2026-01-09,,KR,video,other,other,1080x1920,29.8
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/3b2d56cf3d7e922b/media,TikTok,12,2026-01-08,2026-01-20,,"AU,CA,DE,GB,PH,RO",video,other,other,720x1280,22.033333
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/3b720ea0a7e7e54e/media,TikTok,295,2025-04-02,2026-01-22,,"AE,AT,AU,CH,CL,DK,GB,ID,IL,IT,KR,MY,NZ,PH,RO,TH,ZA",video,other,other,720x1280,25.566668
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/3b793c2b4e5a2578/media,TikTok,53,2025-11-30,2026-01-22,,"AE,AR,AT,AU,BE,BR,CA,CH,CL,CO,CZ,DE,DK,ES,FR,GB,GR,ID,IL,IT,JP,KR,MX,NG,NL,NO,NZ,PE,PH,PL,PT,RO,SA,SE,SG,TH,TR,TW,US",video,other,other,720x1280,19.333332
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/3bbbeef0b7306cd6/media,TikTok,120,2025-09-10,2026-01-08,,"AE,AR,AT,AU,BE,BR,CA,CH,CO,CZ,DE,EC,ES,FR,GB,GR,ID,IL,IT,JP,KR,MX,MY,NL,NO,NZ,PA,PE,PH,PL,PT,RO,SA,SE,SG,TH,TR,TW,ZA",video,other,other,720x1280,16.833332
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/3bd891a3778a642d/media,TikTok,74,2025-11-09,2026-01-22,,"CZ,DE,DK,EC,ES,FR,GB,GR,NL,NO,NZ,PL,PT,SE",video,other,other,720x1280,26.6
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/3bec641cecf124b7/media,TikTok,73,2025-11-03,2026-01-15,,"FR,JP",video,other,other,720x1280,22.733334
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/3c76e68388f312a2/media,TikTok,16,2026-01-06,2026-01-22,,"AU,CA,DE,FR,GB,IT,NL,NO,NZ,SE,SG,US",video,other,other,720x1280,18.566668
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/3cb60b0f1048b3e2/media,TikTok,255,2025-05-12,2026-01-22,,"AU,MY,TH",video,other,other,720x1280,21.3
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/3cc6e3a45576c971/media,TikTok,573,2024-06-18,2026-01-12,,"ID,TH",video,other,other,720x1280,24.1
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/3ccaeb66f728fa10/media,TikTok,25,2025-12-18,2026-01-12,,"AR,AU,BE,CA,CO,DE,ES,FR,GB,ID,IT,JP,KR,MX,MY,NL,NO,PE,PH",video,other,other,1080x1920,22.17501
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/3cd026ffc4d85c79/media,TikTok,164,2025-08-10,2026-01-21,,"AE,AT,AU,BE,CA,CH,CZ,DE,ES,FR,GR,IL,JP,KR,MY,NL,NO,NZ,PE,PL,PT,RO,SA,SE,SG,TW",video,other,other,720x1280,29.266666
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/3e43c0d9c58a7b6c/media,TikTok,130,2025-09-14,2026-01-22,,"AE,AR,AT,AU,BE,BR,CA,CH,CL,CO,CZ,DE,DK,EC,ES,FR,GB,GR,ID,IL,IT,JP,KR,MX,MY,NL,NO,NZ,PA,PE,PH,PL,PT,RO,SA,SE,SG,TH,TR,TW,US",video,other,other,720x1280,55.08
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/3e9b2f611c79c87e/media,TikTok,52,2025-11-29,2026-01-20,,"AE,AR,AT,AU,BE,BR,CA,CH,CO,CZ,DE,DK,ES,FR,GB,GR,ID,IT,JP,KR,MX,NL,NO,NZ,PA,PH,PL,PT,RO,SA,SE,SG,TH,TR,TW,US,ZA",video,other,other,576x1024,17.29889
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/3ef63def78f77191/media,TikTok,113,2025-10-01,2026-01-22,,"AE,AR,AT,AU,BE,BR,CA,CH,CL,CO,DE,DK,EC,ES,FR,GB,GR,ID,IL,IT,JP,KR,MX,MY,NL,NO,NZ,PE,PH,PL,RO,SA,SE,SG,TH,TR,TW,US,ZA",video,other,other,720x1280,35.733334
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/3f310251adbd2506/media,TikTok,128,2025-09-16,2026-01-22,,"AT,AU,BE,CA,CH,CZ,DE,DK,ES,FR,GB,IL,IT,JP,KR,MY,NL,NO,NZ,PA,PH,PL,PT,SE,SG,TW,US",video,other,other,720x1280,24.566668
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/3f4bed3d397aa4be/media,TikTok,155,2025-08-02,2026-01-04,,"JP,KR",video,other,other,720x1280,13.066667
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/3fa68801ccb62d98/media,TikTok,175,2025-07-18,2026-01-09,,"AU,GB,US",video,other,other,720x1280,22.7
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/4006158f3db4a165/media,TikTok,80,2025-11-03,2026-01-22,,"AU,CA,DE,ES,FR,GB,IT,NZ,SG,US",video,other,other,720x1280,44.9
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/40095acb26039c1e/media,TikTok,37,2025-12-16,2026-01-22,,"AE,AR,AU,BE,BR,CA,CH,CL,CO,CZ,DE,DK,ES,FR,GB,ID,IL,IT,JP,KR,MX,MY,NL,NO,PA,PE,PH,PL,SA,SG,US",video,other,other,1080x1920,26.303991
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/41372805eaa1fee2/media,TikTok,9,2026-01-06,2026-01-15,,JP,video,other,other,1080x1920,28.501339
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/4178695d833a9638/media,TikTok,72,2025-10-22,2026-01-02,,FR,video,other,other,720x1280,34.9
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/41bd3e06894a044f/media,TikTok,17,2025-12-24,2026-01-10,,"AU,CH,CO,CZ,DE,ES,FR,GB,GR,IT,JP,KR,MX,NL,NO,NZ,PA,PE,PH,SA,US",video,other,other,720x1280,32.8
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/42048eda06d09130/media,TikTok,69,2025-10-25,2026-01-02,,FR,video,other,other,720x1280,21.333332
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/422bf1d1b800d664/media,TikTok,39,2025-12-14,2026-01-22,,"AE,AT,AU,BE,CA,CH,DE,DK,EC,FR,GB,ID,IL,IT,JP,MY,NZ,PL,RO,SA,SG,TW",video,other,other,720x1280,22.012562
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/425265e8646d44ff/media,TikTok,138,2025-09-06,2026-01-22,,US,video,other,other,720x1280,30.8
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/429de07e850fa9a2/media,Facebook,1,2025-12-31,2026-01-01,,"BR,CA,DE,FR,IT,MX,PH,US",video,other,feed,1080x1350,30.033333
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/42adc8b2e93277de/media,TikTok,48,2025-12-01,2026-01-18,,"AE,AR,AT,AU,BE,BR,CA,CH,CL,CO,CZ,DE,DK,EC,ES,FR,GB,GR,ID,IL,IT,JP,KR,MX,MY,NG,NL,NO,NZ,PA,PE,PH,PL,PT,RO,SA,SE,SG,TH,TR,TW,US,ZA",video,other,other,576x576,43.185013
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/43e411b016619706/media,TikTok,72,2025-11-04,2026-01-15,,JP,video,other,other,720x1282,30
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/44984fd0338b519a/media,TikTok,474,2024-09-27,2026-01-14,,ZA,video,other,other,720x1280,24.333332
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/44986803855e77b7/media,TikTok,30,2025-12-23,2026-01-22,,"AE,AR,AT,BE,CA,CH,DE,ES,FR,GB,ID,IL,JP,KR,MY,SE,US",video,other,other,720x1280,21.833332
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/44b219b516303c8b/media,TikTok,150,2025-08-24,2026-01-21,,"AE,AR,AT,AU,BE,BR,CA,CH,CO,CZ,DE,DK,EC,ES,FR,GB,GR,ID,IL,IT,JP,KR,MX,MY,NL,NO,NZ,PE,PH,PL,PT,RO,SA,SE,SG,TH,TR,TW,ZA",video,other,other,720x1280,22.266666
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/451b55c7f3eaa9d2/media,TikTok,37,2025-12-16,2026-01-22,,"DE,ID,MX,SE",video,other,other,1080x1920,25.93669
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/452d632413fa4331/media,TikTok,176,2025-07-26,2026-01-18,,GB,video,other,other,720x1280,17.766666
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/453ea342def1de9c/media,TikTok,399,2024-11-22,2025-12-26,,BE,video,other,other,1080x1920,22.066668
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/4610f238421400ca/media,TikTok,136,2025-09-02,2026-01-16,,"AE,AR,AU,BE,BR,CA,CH,CZ,DE,ES,FR,GB,ID,IL,IT,JP,KR,MX,MY,NG,NL,NO,NZ,PH,PL,RO,SA,SE,SG,TH,TR,TW,US,ZA",video,other,other,720x1280,27.7
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/463817fb4833e2a6/media,TikTok,234,2025-06-02,2026-01-22,,IT,video,other,other,720x1280,26.5
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/465ff38391ae4d91/media,TikTok,44,2025-12-09,2026-01-22,,"AR,BE,CA,CL,DK,FR,GB,GR,ID,IT,KR,NZ,PL,RO,TH,US,VN",video,other,other,720x1280,19.166668
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/47af5cee4bd96f74/media,TikTok,756,2023-12-28,2026-01-22,,"MX,MY,TH",video,other,other,720x1280,30
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/480522931a4511a1/media,TikTok,207,2025-06-29,2026-01-22,,"GB,JP",video,other,other,720x1280,41.37931
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/485e360a95c40c31/media,TikTok,58,2025-11-25,2026-01-22,,"AE,AR,AT,AU,BE,BR,CA,CH,CL,CO,DE,DK,EC,ES,FR,GB,GR,ID,IL,IT,JP,KR,MX,MY,NL,NO,NZ,PH,PL,RO,SA,SG,TH,TR,TW,US",video,other,other,1080x1920,22.6
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/4865acb64fd6966b/media,Facebook,23,2025-12-11,2026-01-03,,"AU,BR,CH,CL,CO,CZ,DE,DK,EC,ES,FR,GB,GR,HK,IL,IN,IT,KR,MX,MY,NG,NL,NO,PA,PH,RO,SA,SE,TH,TR,UA,ZA",video,other,other,1080x1920,24.3
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/48997e86091200e4/media,TikTok,39,2025-12-14,2026-01-22,,"AE,AU,BE,CA,CH,CZ,DE,EC,ES,FR,GB,GR,JP,KR,MY,NL,NO,NZ,PE,PL,SA,TW,US",video,other,other,720x1280,31.903992
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/48a3092ffb075cbf/media,TikTok,83,2025-10-24,2026-01-15,,"FR,JP",video,other,other,720x1280,17.4
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/48f06c9d138f0d65/media,TikTok,14,2026-01-08,2026-01-22,,"AU,BR,CA,CO,DE,ES,FR,GB,ID,JP,KR,NL,NZ,PA,PL,SG,TH,TR,TW,US",video,other,other,720x1280,19.876328
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/4902fc6c220fad85/media,TikTok,57,2025-11-21,2026-01-17,,"AU,BR,CA,CH,CL,CO,CZ,DK,FR,GB,ID,IT,KR,MX,PH,SA,US",video,other,other,720x1280,36.433334
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/4958ebe04b996ef8/media,TikTok,37,2025-12-15,2026-01-21,,"AE,AR,AT,AU,BE,BR,CA,CH,CL,CO,CZ,DE,DK,EC,ES,FR,GB,GR,ID,IL,IT,JP,KR,MX,MY,NG,NL,NO,NZ,PE,PH,PL,PT,RO,SA,SE,SG,TH,TR,TW,US",video,other,other,720x1280,23.666668
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/4981863e3a0f67f7/media,TikTok,59,2025-11-21,2026-01-19,,"AR,AT,AU,BE,CA,CH,CZ,DE,ES,FR,GB,GR,IT,JP,KR,MY,NL,NO,NZ,PL,SA,SE,SG,TH,US",video,other,other,720x1280,40.7
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/4994be34fda92729/media,TikTok,15,2026-01-06,2026-01-21,,"AU,BR,CA,GB,JP,KR,NL,PA,PH,SG,TW,US",video,other,other,720x1280,26.702993
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/49f39157fb297ebf/media,TikTok,29,2025-12-24,2026-01-22,,"AT,AU,BE,CA,CH,DE,FR,GB,IT,NL,NZ,SG,US",video,other,other,1080x1920,26.9
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/4a648caa643c520c/media,TikTok,398,2024-12-20,2026-01-22,,"JP,MY,PH,TW",video,other,other,720x1280,11.7
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/4a77404d0831e6bf/media,TikTok,60,2025-11-23,2026-01-22,,"AU,BE,BR,CA,CH,DE,ES,FR,GB,IT,JP,KR,NL,NZ,PL,RO,SE,SG,TH,US",video,other,other,720x1280,22.966667
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/4b3c09066f8c908d/media,TikTok,72,2025-11-09,2026-01-20,,"AE,AU,BR,CA,CH,CL,CO,DE,DK,ES,FR,GB,GR,ID,IT,JP,KR,MX,NL,NO,NZ,PH,PL,PT,RO,SA,SE,SG,TH,TR,TW,US",video,other,other,720x1280,23.3
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/4b4b6dfef3e4276b/media,TikTok,105,2025-10-09,2026-01-22,,"AT,AU,BE,BR,CA,CH,DE,DK,EC,ES,FR,GB,GR,ID,IL,IT,JP,KR,MY,NL,NO,NZ,PL,PT,RO,SA,SE,SG,TH,TR,TW,US",video,other,other,576x1024,21.13
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/4b62de1e04862671/media,TikTok,98,2025-10-02,2026-01-08,,"AE,AT,AU,BE,CA,CH,CL,DE,DK,EC,ES,FR,GB,GR,IL,IT,JP,KR,MY,NL,NO,NZ,PE,PL,RO,SA,SG,TW,US",video,other,other,720x1280,43.833332
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/4c16e10e6a7d9ba6/media,TikTok,64,2025-11-19,2026-01-22,,ID,video,other,other,720x1280,49.033333
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/4c43a1a847d4f901/media,TikTok,84,2025-10-29,2026-01-21,,"CA,DE,GB,NZ,SE,TW,US",video,other,other,720x1280,17.50789
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/4ceaf1164aa82b9c/media,TikTok,54,2025-11-15,2026-01-08,,ID,video,other,other,720x1280,36.4554
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/4d2daaf5f9f486c0/media,TikTok,129,2025-08-20,2025-12-27,,"DE,GB",video,other,other,720x1280,25.5
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/4d9957b7833142f9/media,TikTok,150,2025-08-10,2026-01-07,,GB,video,other,other,1080x1920,19.295782
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/4e9e53225de92cf8/media,TikTok,9,2026-01-10,2026-01-19,,"AU,CA,DE,FR,GB,IT,NL,NO,SG,US",video,other,other,720x1280,15.2
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/4f0a946aad459c12/media,TikTok,51,2025-11-29,2026-01-19,,"AE,AR,AT,AU,BE,BR,CA,CH,CL,CO,CZ,DE,DK,EC,ES,FR,GB,GR,ID,IL,IT,JP,KR,MX,NL,NO,NZ,PE,PH,PL,PT,RO,SA,SE,SG,TH,US",video,other,other,720x1280,27.3
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/4f5062d6fb8e3a1c/media,TikTok,86,2025-10-28,2026-01-22,,"AT,AU,BE,CA,CH,CL,DE,DK,EC,ES,FR,GB,GR,IL,IT,JP,KR,MY,NL,NO,NZ,PE,PL,PT,RO,SA,SE,SG,TW,US",video,other,other,720x1280,20.833332
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/4f702f26881b6322/media,TikTok,544,2024-07-26,2026-01-21,,"BR,ES,FR,ID,JP",video,other,other,720x1280,25.7
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/4fa4064fc08e0686/media,TikTok,151,2025-08-24,2026-01-22,,"AE,AR,AT,AU,BE,BR,CA,CH,CO,CZ,DE,DK,ES,FR,GB,GR,ID,IL,IT,JP,KR,MX,MY,NL,NO,NZ,PA,PE,PH,PL,PT,RO,SA,SE,SG,TH,TR,TW,ZA",video,other,other,720x1280,23.9
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/503089806702b665/media,TikTok,16,2025-12-10,2025-12-26,,JP,video,other,other,1080x1920,26.733334
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/504f15969304b8cb/media,TikTok,271,2025-04-26,2026-01-22,,"AT,AU,BE,BR,CA,DE,DK,EC,FR,ID,IL,IT,MX,NL,PE,PH,PL,SA,SG,TH,TW,US",video,other,other,720x1280,23.1
